person_id;household_id;iris_id;commune_id;departement_id;age;sex;couple;commute_mode;employed;studies;number_of_vehicles;household_size;work_outside_region;education_outside_region;consumption_units;socioprofessional_class;census_person_id;census_household_id
674815;286829;440410101;44041;44;34;female;True;pt;True;False;2;2;False;False;1.5;2;188252;78499
674816;286829;440410101;44041;44;37;male;True;car;True;False;2;2;False;False;1.5;5;188251;78499
675605;287150;441880103;44188;44;58;male;True;car;True;False;2;2;False;False;1.5;2;188425;78569
675606;287150;441880103;44188;44;57;female;True;;False;False;2;2;False;False;1.5;8;188426;78569
675902;287269;undefined;undefined;44;83;male;True;;False;False;1;2;False;False;1.5;7;188495;78596
675903;287269;undefined;undefined;44;78;female;True;;False;False;1;2;False;False;1.5;7;188494;78596
677898;288040;undefined;undefined;44;9;female;False;;False;True;1;4;False;False;2.1;8;188953;78770
677899;288040;undefined;undefined;44;11;male;False;;False;True;1;4;False;False;2.1;8;188954;78770
677900;288040;undefined;undefined;44;39;female;True;car;True;False;1;4;False;False;2.1;4;188955;78770
677901;288040;undefined;undefined;44;38;male;True;car;True;False;1;4;False;False;2.1;6;188956;78770
684331;290549;440410101;44041;44;54;male;True;car;True;False;2;2;False;False;1.5;2;190413;79335
684332;290549;440410101;44041;44;51;female;True;car;True;False;2;2;False;False;1.5;2;190412;79335
685568;291096;undefined;undefined;44;21;male;False;walk;True;False;3;6;False;False;3.3;6;190704;79460
685569;291096;undefined;undefined;44;15;male;False;;False;True;3;6;False;False;3.3;8;190705;79460
685570;291096;undefined;undefined;44;51;male;True;car;True;False;3;6;False;False;3.3;6;190706;79460
685571;291096;undefined;undefined;44;46;female;True;;False;False;3;6;False;False;3.3;8;190707;79460
685572;291096;undefined;undefined;44;24;male;False;car;True;False;3;6;False;False;3.3;6;190708;79460
685573;291096;undefined;undefined;44;8;female;False;;False;True;3;6;False;False;3.3;8;190709;79460
687649;291859;440410101;44041;44;23;female;False;car;True;False;3;4;False;False;2.5;4;191179;79632
687650;291859;440410101;44041;44;44;female;True;car;True;False;3;4;False;False;2.5;5;191177;79632
687651;291859;440410101;44041;44;48;male;True;car;True;False;3;4;False;False;2.5;5;191176;79632
687652;291859;440410101;44041;44;16;female;False;;False;True;3;4;False;False;2.5;8;191178;79632
689940;292744;440410101;44041;44;15;female;False;;False;True;2;4;False;False;2.5;8;191701;79834
689941;292744;440410101;44041;44;20;male;False;car;True;True;2;4;False;False;2.5;6;191702;79834
689942;292744;440410101;44041;44;46;male;True;car;True;False;2;4;False;False;2.5;2;191699;79834
689943;292744;440410101;44041;44;43;female;True;car;True;False;2;4;False;False;2.5;6;191700;79834
693567;294140;undefined;undefined;44;42;male;True;car;True;False;3;3;False;False;2.0;6;192538;80152
693568;294140;undefined;undefined;44;22;male;False;car;True;False;3;3;False;False;2.0;6;192539;80152
693569;294140;undefined;undefined;44;40;female;True;car;True;False;3;3;False;False;2.0;6;192537;80152
695058;294750;undefined;undefined;44;34;female;True;car;True;False;2;4;False;False;2.1;5;192879;80290
695059;294750;undefined;undefined;44;32;male;True;car;True;False;2;4;False;False;2.1;6;192880;80290
695060;294750;undefined;undefined;44;1;male;False;;False;False;2;4;False;False;2.1;8;192881;80290
695061;294750;undefined;undefined;44;6;female;False;;False;True;2;4;False;False;2.1;8;192882;80290
697053;295551;undefined;undefined;44;27;male;False;;False;False;1;1;False;False;1.0;6;193354;80477
697902;295895;undefined;undefined;44;5;female;False;;False;True;2;3;False;False;1.8;8;193546;80555
697903;295895;undefined;undefined;44;30;female;True;car;True;False;2;3;False;False;1.8;3;193544;80555
697904;295895;undefined;undefined;44;32;male;True;car;True;False;2;3;False;False;1.8;4;193545;80555
701538;297381;undefined;undefined;44;70;male;True;;False;False;2;2;False;False;1.5;7;194385;80894
701539;297381;undefined;undefined;44;70;female;True;;False;False;2;2;False;False;1.5;7;194386;80894
702333;297700;undefined;undefined;44;39;male;True;car;True;False;2;4;False;False;2.1;6;194570;80967
702334;297700;undefined;undefined;44;3;female;False;;False;False;2;4;False;False;2.1;8;194571;80967
702335;297700;undefined;undefined;44;41;female;True;car;True;False;2;4;False;False;2.1;5;194572;80967
702336;297700;undefined;undefined;44;6;male;False;;False;True;2;4;False;False;2.1;8;194573;80967
702946;297933;441880101;44188;44;64;male;False;;False;False;1;1;False;False;1.0;7;194714;81020
704637;298573;undefined;undefined;44;14;female;False;;False;True;2;4;False;False;2.5;8;195093;81164
704638;298573;undefined;undefined;44;18;female;False;;False;True;2;4;False;False;2.5;8;195094;81164
704639;298573;undefined;undefined;44;47;female;True;car;True;False;2;4;False;False;2.5;5;195095;81164
704640;298573;undefined;undefined;44;46;male;True;car;True;False;2;4;False;False;2.5;6;195096;81164
705550;298938;undefined;undefined;44;9;male;False;;False;True;2;3;False;False;1.8;8;195309;81248
705551;298938;undefined;undefined;44;51;female;True;car;True;False;2;3;False;False;1.8;3;195310;81248
705552;298938;undefined;undefined;44;64;male;True;car;True;False;2;3;False;False;1.8;2;195311;81248
706484;299329;undefined;undefined;44;13;female;False;;False;True;2;3;False;False;1.8;8;195522;81336
706485;299329;undefined;undefined;44;48;male;True;car;True;False;2;3;False;False;1.8;6;195520;81336
706486;299329;undefined;undefined;44;48;female;True;;False;False;2;3;False;False;1.8;5;195521;81336
711066;301149;undefined;undefined;44;54;female;True;car;True;False;3;3;False;False;2.0;6;196561;81745
711067;301149;undefined;undefined;44;58;male;True;car;True;False;3;3;False;False;2.0;4;196562;81745
711068;301149;undefined;undefined;44;21;male;False;;False;True;3;3;False;False;2.0;8;196563;81745
713000;301900;undefined;undefined;44;25;female;True;car;True;False;2;2;False;False;1.5;4;197009;81916
713001;301900;undefined;undefined;44;28;male;True;car;True;False;2;2;False;False;1.5;6;197008;81916
714345;302424;undefined;undefined;44;46;female;True;;False;False;2;4;False;False;2.5;5;197315;82035
714346;302424;undefined;undefined;44;48;male;True;car;True;False;2;4;False;False;2.5;6;197316;82035
714347;302424;undefined;undefined;44;20;female;False;;False;False;2;4;False;False;2.5;5;197317;82035
714348;302424;undefined;undefined;44;17;male;False;car;True;True;2;4;False;False;2.5;6;197318;82035
716510;303274;441900110;44190;44;75;male;False;;False;False;1;1;False;False;1.0;7;198085;82250
717191;303578;441900103;44190;44;20;female;False;;False;True;0;1;False;False;1.0;8;198314;82358
718806;304283;441900103;44190;44;56;male;False;car;True;False;0;1;False;False;1.0;6;198827;82591
719499;304607;undefined;undefined;44;38;female;True;;False;False;1;5;False;False;2.6;8;199057;82699
719500;304607;undefined;undefined;44;2;male;False;;False;False;1;5;False;False;2.6;8;199058;82699
719501;304607;undefined;undefined;44;13;male;False;;False;True;1;5;False;False;2.6;8;199059;82699
719502;304607;undefined;undefined;44;16;female;False;;False;True;1;5;False;False;2.6;8;199060;82699
719503;304607;undefined;undefined;44;40;male;True;car;True;False;1;5;False;False;2.6;3;199061;82699
719698;304710;441900101;44190;44;87;female;False;;False;False;1;1;False;False;1.0;7;199124;82733
721031;305345;undefined;undefined;44;65;female;True;;False;False;2;2;False;False;1.5;7;199573;82953
721032;305345;undefined;undefined;44;68;male;True;;False;False;2;2;False;False;1.5;7;199574;82953
721646;305642;440090103;44009;44;58;male;True;car;True;False;3;2;False;False;1.5;3;199769;83049
721647;305642;440090103;44009;44;64;female;True;;False;False;3;2;False;False;1.5;7;199770;83049
725606;307395;440090103;44009;44;41;male;True;;False;False;2;5;False;False;2.6;6;201105;83660
725607;307395;440090103;44009;44;35;female;True;;True;False;2;5;False;False;2.6;5;201104;83660
725608;307395;440090103;44009;44;10;male;False;;False;True;2;5;False;False;2.6;8;201101;83660
725609;307395;440090103;44009;44;9;male;False;;False;True;2;5;False;False;2.6;8;201102;83660
725610;307395;440090103;44009;44;14;male;False;;False;True;2;5;False;False;2.6;8;201103;83660
727608;308310;441900101;44190;44;69;female;True;;False;False;1;2;False;False;1.5;7;201778;83975
727609;308310;441900101;44190;44;70;male;True;;False;False;1;2;False;False;1.5;7;201779;83975
728830;308890;441900101;44190;44;79;female;False;;False;False;1;1;False;False;1.0;7;202207;84174
732952;310737;undefined;undefined;44;17;female;False;;False;True;3;5;False;False;2.8;8;203555;84799
732953;310737;undefined;undefined;44;21;female;False;car;True;True;3;5;False;False;2.8;5;203556;84799
732954;310737;undefined;undefined;44;46;female;True;car;True;False;3;5;False;False;2.8;4;203557;84799
732955;310737;undefined;undefined;44;45;male;True;car;True;False;3;5;False;False;2.8;3;203558;84799
732956;310737;undefined;undefined;44;7;female;False;;False;True;3;5;False;False;2.8;8;203559;84799
733349;310899;441900105;44190;44;45;male;True;;False;True;2;3;False;False;1.8;3;203685;84856
733350;310899;441900105;44190;44;11;female;False;;False;True;2;3;False;False;1.8;8;203686;84856
733351;310899;441900105;44190;44;48;female;True;car;True;False;2;3;False;False;1.8;4;203687;84856
737362;312670;440090102;44009;44;31;female;False;car;True;False;1;1;False;False;1.0;5;204993;85454
740029;313934;440090101;44009;44;69;male;True;;False;False;2;2;False;False;1.5;7;205880;85878
740030;313934;440090101;44009;44;54;female;True;car;True;False;2;2;False;False;1.5;4;205879;85878
740736;314259;441900111;44190;44;75;male;False;;False;False;0;1;False;False;1.0;7;206112;85987
743810;315654;undefined;undefined;44;51;male;True;car;True;False;2;2;False;False;1.5;3;207161;86470
743811;315654;undefined;undefined;44;53;female;True;car;True;False;2;2;False;False;1.5;5;207162;86470
743907;315706;441900102;44190;44;42;male;True;car;True;False;1;1;False;False;1.0;4;207198;86489
746387;316819;440090101;44009;44;70;male;True;;False;False;2;2;False;False;1.5;7;207993;86858
746388;316819;440090101;44009;44;70;female;True;;False;False;2;2;False;False;1.5;7;207994;86858
749144;318046;441900111;44190;44;34;female;True;;False;False;0;5;False;False;2.4;8;208886;87260
749145;318046;441900111;44190;44;2;female;False;;False;False;0;5;False;False;2.4;8;208884;87260
749146;318046;441900111;44190;44;34;male;True;car;True;False;0;5;False;False;2.4;6;208885;87260
749147;318046;441900111;44190;44;4;male;False;;False;True;0;5;False;False;2.4;8;208882;87260
749148;318046;441900111;44190;44;11;female;False;;False;True;0;5;False;False;2.4;8;208883;87260
749216;318080;440090101;44009;44;73;female;False;;False;False;0;1;False;False;1.0;7;208905;87271
750158;318475;undefined;undefined;44;40;female;False;;False;False;1;6;False;False;2.9;8;209228;87413
750159;318475;undefined;undefined;44;18;female;False;;False;True;1;6;False;False;2.9;8;209227;87413
750160;318475;undefined;undefined;44;17;male;False;;False;True;1;6;False;False;2.9;8;209226;87413
750161;318475;undefined;undefined;44;10;female;False;;False;True;1;6;False;False;2.9;8;209224;87413
750162;318475;undefined;undefined;44;3;female;False;;False;True;1;6;False;False;2.9;8;209223;87413
750163;318475;undefined;undefined;44;12;male;False;;False;True;1;6;False;False;2.9;8;209225;87413
751203;318928;441900108;44190;44;24;male;False;pt;True;False;0;1;False;False;1.0;5;209562;87567
751226;318937;undefined;undefined;44;19;female;False;;False;True;2;2;False;False;1.5;8;209571;87570
751227;318937;undefined;undefined;44;51;female;False;car;True;False;2;2;False;False;1.5;2;209570;87570
752393;319454;440090103;44009;44;59;female;True;;False;False;2;2;False;False;1.5;7;209958;87748
752394;319454;440090103;44009;44;66;male;True;;False;False;2;2;False;False;1.5;7;209959;87748
758110;321836;undefined;undefined;44;13;male;False;;False;True;2;5;False;False;2.4;8;211697;88370
758111;321836;undefined;undefined;44;47;male;True;car;True;False;2;5;False;False;2.4;4;211696;88370
758112;321836;undefined;undefined;44;43;female;True;car;True;False;2;5;False;False;2.4;5;211694;88370
758113;321836;undefined;undefined;44;11;female;False;;False;True;2;5;False;False;2.4;8;211693;88370
758114;321836;undefined;undefined;44;8;male;False;;False;True;2;5;False;False;2.4;8;211695;88370
762315;323508;undefined;undefined;44;80;male;True;;False;False;1;2;False;False;1.5;7;212621;88732
762316;323508;undefined;undefined;44;77;female;True;;False;False;1;2;False;False;1.5;7;212622;88732
766729;325129;440290102;44029;44;68;male;True;;False;False;1;1;False;False;1.0;7;213564;89076
770392;326565;441690101;44169;44;42;female;False;car;True;False;1;1;False;False;1.0;2;214345;89381
793126;335840;undefined;undefined;44;61;male;False;car;True;False;1;1;False;False;1.0;4;219302;91380
793402;335965;441690102;44169;44;42;male;False;car;True;False;1;1;False;False;1.0;4;219361;91407
796357;337152;440290201;44029;44;13;male;False;;False;True;1;5;False;False;2.6;8;220007;91662
796358;337152;440290201;44029;44;17;male;False;;False;True;1;5;False;False;2.6;8;220003;91662
796359;337152;440290201;44029;44;40;female;True;;True;False;1;5;False;False;2.6;2;220004;91662
796360;337152;440290201;44029;44;41;male;True;;True;False;1;5;False;False;2.6;2;220005;91662
796361;337152;440290201;44029;44;2;female;False;;False;False;1;5;False;False;2.6;8;220006;91662
802049;339330;442150108;44215;44;32;male;True;car;True;False;2;2;False;False;1.5;4;221755;92269
802050;339330;442150108;44215;44;37;female;True;car;True;False;2;2;False;False;1.5;4;221756;92269
807461;341628;undefined;undefined;44;88;female;False;;False;False;1;1;False;False;1.0;7;223548;93020
810454;342835;441980101;44198;44;8;male;False;;False;True;2;4;False;False;2.1;8;224535;93418
810455;342835;441980101;44198;44;5;male;False;;False;True;2;4;False;False;2.1;8;224536;93418
810456;342835;441980101;44198;44;35;male;True;car;True;False;2;4;False;False;2.1;4;224534;93418
810457;342835;441980101;44198;44;36;female;True;car;True;False;2;4;False;False;2.1;4;224533;93418
812620;343675;442150102;44215;44;8;male;False;;False;True;2;4;False;False;2.3;8;225263;93697
812621;343675;442150102;44215;44;15;male;False;;False;True;2;4;False;False;2.3;8;225264;93697
812622;343675;442150102;44215;44;49;female;True;car;True;False;2;4;False;False;2.3;3;225265;93697
812623;343675;442150102;44215;44;52;male;True;car;True;False;2;4;False;False;2.3;2;225266;93697
813223;343898;442150101;44215;44;80;female;True;;False;False;1;2;False;False;1.5;7;225437;93765
813224;343898;442150101;44215;44;82;male;True;;False;False;1;2;False;False;1.5;7;225438;93765
814019;344263;441980102;44198;44;24;male;True;car;True;False;2;2;False;False;1.5;3;225699;93885
814020;344263;441980102;44198;44;25;female;True;car;True;False;2;2;False;False;1.5;5;225700;93885
817827;345853;undefined;undefined;44;65;male;True;;False;False;2;2;False;False;1.5;7;226933;94404
817828;345853;undefined;undefined;44;63;female;True;;False;False;2;2;False;False;1.5;7;226934;94404
819856;346695;442150106;44215;44;34;female;True;;False;False;1;5;False;False;2.4;8;227568;94670
819857;346695;442150106;44215;44;11;male;False;;False;True;1;5;False;False;2.4;8;227569;94670
819858;346695;442150106;44215;44;8;male;False;;False;True;1;5;False;False;2.4;8;227570;94670
819859;346695;442150106;44215;44;5;female;False;;False;True;1;5;False;False;2.4;8;227571;94670
819860;346695;442150106;44215;44;40;male;True;car;True;False;1;5;False;False;2.4;4;227572;94670
819915;346723;442150103;44215;44;91;male;True;;False;False;1;2;False;False;1.5;7;227589;94679
819916;346723;442150103;44215;44;90;female;True;;False;False;1;2;False;False;1.5;7;227588;94679
820608;347005;442150103;44215;44;9;female;False;;False;True;1;4;False;False;2.1;8;227791;94763
820609;347005;442150103;44215;44;49;male;True;bike;True;False;1;4;False;False;2.1;3;227790;94763
820610;347005;442150103;44215;44;41;female;True;car;True;False;1;4;False;False;2.1;4;227789;94763
820611;347005;442150103;44215;44;10;female;False;;False;True;1;4;False;False;2.1;8;227788;94763
821458;347363;442150101;44215;44;66;female;False;;False;False;1;1;False;False;1.0;7;228059;94876
827177;349790;441980101;44198;44;29;male;True;pt;True;False;1;2;False;False;1.5;3;229944;95675
827178;349790;441980101;44198;44;28;female;True;car;True;False;1;2;False;False;1.5;3;229943;95675
827535;349959;undefined;undefined;44;45;female;True;car;True;False;2;4;False;False;2.5;2;230073;95731
827536;349959;undefined;undefined;44;16;male;False;;False;True;2;4;False;False;2.5;8;230074;95731
827537;349959;undefined;undefined;44;14;male;False;;False;True;2;4;False;False;2.5;8;230075;95731
827538;349959;undefined;undefined;44;45;male;True;car;True;False;2;4;False;False;2.5;2;230076;95731
829781;350936;undefined;undefined;44;71;female;True;;False;False;1;1;False;False;1.0;7;230798;96045
830506;351234;442150102;44215;44;24;female;False;;False;False;2;3;False;False;2.0;5;231008;96133
830507;351234;442150102;44215;44;63;female;False;;False;False;2;3;False;False;2.0;7;231009;96133
830508;351234;442150102;44215;44;30;male;True;;False;False;2;3;False;False;2.0;2;231010;96133
834964;353139;undefined;undefined;44;58;female;False;car;True;False;1;1;False;False;1.0;5;232480;96760
836955;353985;undefined;undefined;44;80;male;True;;False;False;2;2;False;False;1.5;7;233346;97040
836956;353985;undefined;undefined;44;68;female;True;;False;False;2;2;False;False;1.5;7;233347;97040
839865;355154;undefined;undefined;44;57;male;False;car;True;False;0;1;False;False;1.0;6;233994;97299
840497;355399;undefined;undefined;44;60;male;True;;False;False;2;2;False;False;1.5;7;234126;97350
840498;355399;undefined;undefined;44;58;female;True;car;True;False;2;2;False;False;1.5;5;234127;97350
840611;355441;undefined;undefined;44;78;male;True;;False;False;2;2;False;False;1.5;7;234150;97359
840612;355441;undefined;undefined;44;80;female;True;;False;False;2;2;False;False;1.5;8;234151;97359
841403;355777;undefined;undefined;44;66;female;True;;False;False;1;3;False;False;2.0;7;234334;97435
841404;355777;undefined;undefined;44;63;male;True;;False;False;1;3;False;False;2.0;7;234332;97435
841405;355777;undefined;undefined;44;76;male;True;;False;False;1;3;False;False;2.0;7;234333;97435
848520;359318;441090904;44109;44;47;male;False;car;True;False;1;1;False;False;1.0;3;236906;98773
849109;359637;441090904;44109;44;35;male;False;pt;True;False;1;1;False;False;1.0;3;237111;98891
849348;359775;441091001;44109;44;62;male;True;;False;False;1;2;False;False;1.5;7;237199;98945
849349;359775;441091001;44109;44;62;female;True;;False;False;1;2;False;False;1.5;7;237200;98945
849382;359797;441091009;44109;44;80;female;False;;False;False;0;1;False;False;1.0;7;237211;98953
855052;362909;441090108;44109;44;23;female;False;;False;True;0;1;False;False;1.0;8;239559;100260
860205;365626;441090301;44109;44;69;female;False;;False;False;1;1;False;False;1.0;7;241586;101370
861526;366337;441090808;44109;44;27;female;False;car;True;False;1;1;False;False;1.0;5;242092;101659
865265;368415;441090803;44109;44;2;male;False;;False;False;1;3;False;False;1.8;8;243550;102487
865266;368415;441090803;44109;44;25;female;True;;False;False;1;3;False;False;1.8;6;243551;102487
865267;368415;441090803;44109;44;29;male;True;;False;False;1;3;False;False;1.8;6;243552;102487
865706;368669;441090806;44109;44;24;male;False;car;True;False;1;1;False;False;1.0;4;243732;102595
866036;368860;441090401;44109;44;38;male;False;car;True;False;1;1;False;False;1.0;4;243860;102670
866670;369190;441090301;44109;44;3;male;False;;False;False;0;5;False;False;2.4;8;244124;102811
866671;369190;441090301;44109;44;6;male;False;;False;True;0;5;False;False;2.4;8;244122;102811
866672;369190;441090301;44109;44;1;female;False;;False;False;0;5;False;False;2.4;8;244123;102811
866673;369190;441090301;44109;44;31;male;True;;False;True;0;5;False;False;2.4;6;244120;102811
866674;369190;441090301;44109;44;24;female;True;;False;True;0;5;False;False;2.4;8;244121;102811
867242;369453;441090409;44109;44;32;female;False;pt;True;False;1;1;False;False;1.0;3;244331;102916
867550;369618;441090703;44109;44;82;female;False;;False;False;1;1;False;False;1.0;7;244441;102977
868508;370110;441090906;44109;44;53;male;True;;False;False;1;6;False;False;3.3;6;244824;103180
868509;370110;441090906;44109;44;48;female;True;pt;True;False;1;6;False;False;3.3;6;244825;103180
868510;370110;441090906;44109;44;22;male;False;;False;True;1;6;False;False;3.3;8;244826;103180
868511;370110;441090906;44109;44;18;female;False;;False;True;1;6;False;False;3.3;8;244827;103180
868512;370110;441090906;44109;44;14;female;False;;False;True;1;6;False;False;3.3;8;244828;103180
868513;370110;441090906;44109;44;11;male;False;;False;True;1;6;False;False;3.3;8;244829;103180
868825;370286;441090602;44109;44;89;female;True;;False;False;1;2;False;False;1.5;7;244963;103254
868826;370286;441090602;44109;44;85;female;True;;False;False;1;2;False;False;1.5;7;244962;103254
871998;371936;441090702;44109;44;30;female;True;car;True;False;1;3;False;False;1.8;4;246218;103937
871999;371936;441090702;44109;44;33;male;True;car;True;False;1;3;False;False;1.8;4;246219;103937
872000;371936;441090702;44109;44;2;male;False;;False;False;1;3;False;False;1.8;8;246220;103937
874313;373273;441090401;44109;44;93;female;False;;False;False;0;1;False;False;1.0;7;247143;104475
879711;376159;441090707;44109;44;66;female;False;;False;False;1;1;False;False;1.0;7;249251;105643
880666;376684;441090302;44109;44;14;male;False;;False;False;1;2;False;False;1.5;8;249615;105846
880667;376684;441090302;44109;44;35;female;False;car;True;False;1;2;False;False;1.5;3;249616;105846
880796;376749;441090407;44109;44;40;male;False;pt;True;False;0;1;False;False;1.0;3;249672;105876
884674;378878;441090701;44109;44;8;male;False;;False;True;2;5;False;False;2.6;8;251228;106769
884675;378878;441090701;44109;44;13;male;False;;False;True;2;5;False;False;2.6;8;251229;106769
884676;378878;441090701;44109;44;37;female;True;car;True;False;2;5;False;False;2.6;3;251230;106769
884677;378878;441090701;44109;44;42;male;True;car;True;False;2;5;False;False;2.6;3;251231;106769
884678;378878;441090701;44109;44;15;female;False;;False;True;2;5;False;False;2.6;8;251232;106769
887375;380329;441091102;44109;44;63;female;True;;False;True;0;2;False;False;1.5;7;252326;107383
887376;380329;441091102;44109;44;57;male;True;pt;True;False;0;2;False;False;1.5;3;252327;107383
887394;380343;441090604;44109;44;31;female;True;car;True;False;3;3;False;False;1.8;5;252336;107389
887395;380343;441090604;44109;44;2;female;False;;False;False;3;3;False;False;1.8;8;252335;107389
887396;380343;441090604;44109;44;29;male;True;pt;True;False;3;3;False;False;1.8;4;252334;107389
887990;380683;441090207;44109;44;6;female;False;;False;True;2;7;False;False;3.0;8;252600;107538
887991;380683;441090207;44109;44;9;female;False;;False;True;2;7;False;False;3.0;8;252599;107538
887992;380683;441090207;44109;44;11;male;False;;False;True;2;7;False;False;3.0;8;252598;107538
887993;380683;441090207;44109;44;42;male;True;bike;True;False;2;7;False;False;3.0;3;252596;107538
887994;380683;441090207;44109;44;2;female;False;;False;False;2;7;False;False;3.0;8;252595;107538
887995;380683;441090207;44109;44;4;male;False;;False;True;2;7;False;False;3.0;8;252594;107538
887996;380683;441090207;44109;44;38;female;True;bike;True;False;2;7;False;False;3.0;3;252597;107538
888399;380920;441090207;44109;44;60;female;False;;False;False;0;2;False;False;1.5;8;252756;107630
888400;380920;441090207;44109;44;22;male;False;;False;True;0;2;False;False;1.5;8;252757;107630
889066;381294;441090303;44109;44;62;male;True;;False;False;0;3;False;False;1.8;8;253021;107783
889067;381294;441090303;44109;44;12;female;False;;False;True;0;3;False;False;1.8;8;253022;107783
889068;381294;441090303;44109;44;56;female;True;;False;False;0;3;False;False;1.8;8;253023;107783
889418;381501;441090202;44109;44;20;male;False;car;True;False;2;3;False;False;2.0;2;253188;107880
889419;381501;441090202;44109;44;46;female;True;;False;False;2;3;False;False;2.0;8;253189;107880
889420;381501;441090202;44109;44;51;male;True;;False;False;2;3;False;False;2.0;8;253190;107880
890186;381924;441090502;44109;44;59;male;False;;False;False;0;1;False;False;1.0;8;253472;108043
890424;382074;441090306;44109;44;2;female;False;;False;False;1;3;False;False;1.8;8;253567;108101
890425;382074;441090306;44109;44;35;female;True;walk;True;False;1;3;False;False;1.8;3;253565;108101
890426;382074;441090306;44109;44;34;male;True;pt;True;False;1;3;False;False;1.8;3;253566;108101
892087;382986;441091101;44109;44;22;female;False;;False;False;0;3;False;False;1.8;5;254222;108473
892088;382986;441091101;44109;44;55;female;False;pt;True;False;0;3;False;False;1.8;5;254223;108473
892089;382986;441091101;44109;44;13;male;False;;False;True;0;3;False;False;1.8;8;254221;108473
892700;383303;441090509;44109;44;92;female;False;;False;False;0;1;False;False;1.0;7;254459;108595
893919;383955;441090407;44109;44;47;male;True;car;True;False;1;1;False;False;1.0;3;254929;108852
895411;384793;441090301;44109;44;51;male;False;pt;True;False;0;1;False;False;1.0;4;255523;109186
897871;386167;441090103;44109;44;21;female;False;walk;True;True;0;1;False;False;1.0;4;256489;109729
899716;387219;441090505;44109;44;48;male;False;car;True;False;1;1;False;False;1.0;4;257231;110166
899907;387321;441090206;44109;44;78;female;False;;False;False;1;1;False;False;1.0;7;257298;110204
903939;389461;441090805;44109;44;66;female;False;;False;False;1;1;False;False;1.0;7;258897;111080
905439;390237;441090504;44109;44;58;male;False;;False;False;0;1;False;False;1.0;8;259494;111403
906209;390656;441090809;44109;44;44;male;False;car;True;False;1;1;False;False;1.0;5;259799;111573
907114;391166;441090312;44109;44;20;male;False;;False;True;0;1;False;False;1.0;8;260176;111791
908108;391686;441090904;44109;44;20;female;False;;False;True;0;1;False;False;1.0;8;260552;111995
909847;392632;441090404;44109;44;27;female;True;car;True;False;2;2;False;False;1.5;4;261243;112384
909848;392632;441090404;44109;44;29;male;True;car;True;False;2;2;False;False;1.5;3;261244;112384
910717;393139;441090908;44109;44;25;female;False;car;True;True;1;1;False;False;1.0;5;261586;112584
915558;395789;441090206;44109;44;35;female;False;;True;False;0;1;False;False;1.0;5;263543;113690
917080;396619;441091101;44109;44;58;male;False;car;True;False;2;2;False;False;1.5;6;264167;114046
917081;396619;441091101;44109;44;30;male;False;;False;False;2;2;False;False;1.5;6;264168;114046
917969;397078;441090202;44109;44;81;female;False;;False;False;1;1;False;False;1.0;7;264510;114227
919514;397869;441090504;44109;44;25;female;False;bike;True;False;1;1;False;False;1.0;5;265090;114541
919721;397984;441090402;44109;44;75;female;False;;False;False;1;1;False;False;1.0;7;265176;114589
920818;398541;441090710;44109;44;29;female;True;;False;False;2;3;False;False;1.8;8;265603;114817
920819;398541;441090710;44109;44;30;male;True;car;True;False;2;3;False;False;1.8;3;265604;114817
920820;398541;441090710;44109;44;1;female;False;;False;False;2;3;False;False;1.8;8;265605;114817
921681;399006;441090101;44109;44;20;female;False;;False;True;1;1;False;False;1.0;8;265965;115017
922181;399248;441090910;44109;44;31;male;False;car;True;False;1;1;False;False;1.0;6;266151;115115
923208;399849;441090407;44109;44;23;male;False;car;True;False;1;1;False;False;1.0;6;266557;115353
923466;400001;441090705;44109;44;65;female;False;;False;False;1;1;False;False;1.0;7;266669;115419
925240;400962;441090101;44109;44;79;female;False;;False;False;1;1;False;False;1.0;7;267377;115811
925582;401139;441090202;44109;44;30;female;False;pt;True;False;0;1;False;False;1.0;5;267523;115891
929406;403238;441090505;44109;44;23;female;False;;False;True;1;1;False;False;1.0;8;268981;116719
929904;403543;441090304;44109;44;30;male;False;;False;False;0;1;False;False;1.0;8;269181;116842
930125;403669;441090707;44109;44;36;female;False;car;True;False;1;1;False;False;1.0;4;269266;116893
934002;405756;441090509;44109;44;22;female;False;;False;True;1;2;False;False;1.5;8;270774;117729
934003;405756;441090509;44109;44;21;female;False;;False;True;1;2;False;False;1.5;8;270773;117729
935934;406796;441090507;44109;44;28;female;True;pt;True;False;1;2;False;False;1.5;4;271513;118133
935935;406796;441090507;44109;44;29;male;True;car;True;False;1;2;False;False;1.5;3;271514;118133
937106;407395;441091101;44109;44;72;male;True;;False;False;1;2;False;False;1.5;7;271950;118366
937107;407395;441091101;44109;44;71;female;True;;False;False;1;2;False;False;1.5;7;271951;118366
941769;409946;441090604;44109;44;31;male;False;car;True;False;1;1;False;False;1.0;3;273787;119402
941958;410056;441090507;44109;44;25;female;False;walk;True;False;0;1;False;False;1.0;5;273867;119450
943254;410760;441090603;44109;44;33;male;False;;False;False;1;3;False;False;2.0;8;274380;119738
943255;410760;441090603;44109;44;68;male;True;;False;False;1;3;False;False;2.0;7;274381;119738
943256;410760;441090603;44109;44;60;female;True;pt;True;False;1;3;False;False;2.0;5;274379;119738
943488;410874;441090106;44109;44;41;male;True;bike;True;False;1;5;False;False;2.4;4;274469;119786
943489;410874;441090106;44109;44;12;female;False;;False;True;1;5;False;False;2.4;8;274467;119786
